,id,@id,gnis_featu,is_in,name,name_ceb,name_en,natural,type,water,wikidata,wikipedia,rank_min,rank_max,rank_mean
0,relation/1286116,relation/1286116,-309821,"Manica Province, Mozambique",Albufeira de Chicamba Real,Albufeira de Chicamba Real,Lake Chicamba,water,multipolygon,reservoir,Q34868697,ceb:Albufeira de Chicamba Real,25.0,25.0,25.0
